Title,URL,Difficulty
Super Pow,https://leetcode.com/problems/super-pow/,Medium
Find K Pairs with Smallest Sums,https://leetcode.com/problems/find-k-pairs-with-smallest-sums/,Medium
Guess Number Higher or Lower,https://leetcode.com/problems/guess-number-higher-or-lower/,Easy
Guess Number Higher or Lower II,https://leetcode.com/problems/guess-number-higher-or-lower-ii/,Medium
Wiggle Subsequence,https://leetcode.com/problems/wiggle-subsequence/,Medium
Combination Sum IV,https://leetcode.com/problems/combination-sum-iv/,Medium
Kth Smallest Element in a Sorted Matrix,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/,Medium
Design Phone Directory,https://leetcode.com/problems/design-phone-directory/,Medium
Insert Delete GetRandom O(1),https://leetcode.com/problems/insert-delete-getrandom-o1/,Medium
Insert Delete GetRandom O(1) - Duplicates allowed,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed/,Hard
Linked List Random Node,https://leetcode.com/problems/linked-list-random-node/,Medium
Ransom Note,https://leetcode.com/problems/ransom-note/,Easy
Shuffle an Array,https://leetcode.com/problems/shuffle-an-array/,Medium
Mini Parser,https://leetcode.com/problems/mini-parser/,Medium
Lexicographical Numbers,https://leetcode.com/problems/lexicographical-numbers/,Medium
First Unique Character in a String,https://leetcode.com/problems/first-unique-character-in-a-string/,Easy
Longest Absolute File Path,https://leetcode.com/problems/longest-absolute-file-path/,Medium
Find the Difference,https://leetcode.com/problems/find-the-difference/,Easy
Elimination Game,https://leetcode.com/problems/elimination-game/,Medium
Perfect Rectangle,https://leetcode.com/problems/perfect-rectangle/,Hard
Is Subsequence,https://leetcode.com/problems/is-subsequence/,Easy
UTF-8 Validation,https://leetcode.com/problems/utf-8-validation/,Medium
Decode String,https://leetcode.com/problems/decode-string/,Medium
Longest Substring with At Least K Repeating Characters,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters/,Medium
Rotate Function,https://leetcode.com/problems/rotate-function/,Medium
Integer Replacement,https://leetcode.com/problems/integer-replacement/,Medium
Random Pick Index,https://leetcode.com/problems/random-pick-index/,Medium
Evaluate Division,https://leetcode.com/problems/evaluate-division/,Medium
Nth Digit,https://leetcode.com/problems/nth-digit/,Medium
Binary Watch,https://leetcode.com/problems/binary-watch/,Easy
Remove K Digits,https://leetcode.com/problems/remove-k-digits/,Medium
Frog Jump,https://leetcode.com/problems/frog-jump/,Hard
Sum of Left Leaves,https://leetcode.com/problems/sum-of-left-leaves/,Easy
Convert a Number to Hexadecimal,https://leetcode.com/problems/convert-a-number-to-hexadecimal/,Easy
Queue Reconstruction by Height,https://leetcode.com/problems/queue-reconstruction-by-height/,Medium
Trapping Rain Water II,https://leetcode.com/problems/trapping-rain-water-ii/,Hard
Valid Word Abbreviation,https://leetcode.com/problems/valid-word-abbreviation/,Easy
Longest Palindrome,https://leetcode.com/problems/longest-palindrome/,Easy
Split Array Largest Sum,https://leetcode.com/problems/split-array-largest-sum/,Hard
Minimum Unique Word Abbreviation,https://leetcode.com/problems/minimum-unique-word-abbreviation/,Hard
Fizz Buzz,https://leetcode.com/problems/fizz-buzz/,Easy
Arithmetic Slices,https://leetcode.com/problems/arithmetic-slices/,Medium
Third Maximum Number,https://leetcode.com/problems/third-maximum-number/,Easy
Add Strings,https://leetcode.com/problems/add-strings/,Easy
Partition Equal Subset Sum,https://leetcode.com/problems/partition-equal-subset-sum/,Medium
Pacific Atlantic Water Flow,https://leetcode.com/problems/pacific-atlantic-water-flow/,Medium
Sentence Screen Fitting,https://leetcode.com/problems/sentence-screen-fitting/,Medium
Battleships in a Board,https://leetcode.com/problems/battleships-in-a-board/,Medium
Strong Password Checker,https://leetcode.com/problems/strong-password-checker/,Hard
Maximum XOR of Two Numbers in an Array,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/,Medium
Valid Word Square,https://leetcode.com/problems/valid-word-square/,Easy
Reconstruct Original Digits from English,https://leetcode.com/problems/reconstruct-original-digits-from-english/,Medium
Longest Repeating Character Replacement,https://leetcode.com/problems/longest-repeating-character-replacement/,Medium
Word Squares,https://leetcode.com/problems/word-squares/,Hard
Convert Binary Search Tree to Sorted Doubly Linked List,https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list/,Medium
Construct Quad Tree,https://leetcode.com/problems/construct-quad-tree/,Medium
Serialize and Deserialize N-ary Tree,https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree/,Hard
N-ary Tree Level Order Traversal,https://leetcode.com/problems/n-ary-tree-level-order-traversal/,Medium
Flatten a Multilevel Doubly Linked List,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list/,Medium
Encode N-ary Tree to Binary Tree,https://leetcode.com/problems/encode-n-ary-tree-to-binary-tree/,Hard
All O`one Data Structure,https://leetcode.com/problems/all-oone-data-structure/,Hard
Minimum Genetic Mutation,https://leetcode.com/problems/minimum-genetic-mutation/,Medium
Number of Segments in a String,https://leetcode.com/problems/number-of-segments-in-a-string/,Easy
Non-overlapping Intervals,https://leetcode.com/problems/non-overlapping-intervals/,Medium
Find Right Interval,https://leetcode.com/problems/find-right-interval/,Medium
Path Sum III,https://leetcode.com/problems/path-sum-iii/,Medium
Find All Anagrams in a String,https://leetcode.com/problems/find-all-anagrams-in-a-string/,Medium
Ternary Expression Parser,https://leetcode.com/problems/ternary-expression-parser/,Medium
K-th Smallest in Lexicographical Order,https://leetcode.com/problems/k-th-smallest-in-lexicographical-order/,Hard
Arranging Coins,https://leetcode.com/problems/arranging-coins/,Easy
Find All Duplicates in an Array,https://leetcode.com/problems/find-all-duplicates-in-an-array/,Medium
String Compression,https://leetcode.com/problems/string-compression/,Medium
Sequence Reconstruction,https://leetcode.com/problems/sequence-reconstruction/,Medium
Add Two Numbers II,https://leetcode.com/problems/add-two-numbers-ii/,Medium
Arithmetic Slices II - Subsequence,https://leetcode.com/problems/arithmetic-slices-ii-subsequence/,Hard
Number of Boomerangs,https://leetcode.com/problems/number-of-boomerangs/,Medium
Find All Numbers Disappeared in an Array,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array/,Easy
Serialize and Deserialize BST,https://leetcode.com/problems/serialize-and-deserialize-bst/,Medium
Delete Node in a BST,https://leetcode.com/problems/delete-node-in-a-bst/,Medium
Sort Characters By Frequency,https://leetcode.com/problems/sort-characters-by-frequency/,Medium
Minimum Number of Arrows to Burst Balloons,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/,Medium
Minimum Moves to Equal Array Elements,https://leetcode.com/problems/minimum-moves-to-equal-array-elements/,Medium
4Sum II,https://leetcode.com/problems/4sum-ii/,Medium
Assign Cookies,https://leetcode.com/problems/assign-cookies/,Easy
132 Pattern,https://leetcode.com/problems/132-pattern/,Medium
Circular Array Loop,https://leetcode.com/problems/circular-array-loop/,Medium
Poor Pigs,https://leetcode.com/problems/poor-pigs/,Hard
Repeated Substring Pattern,https://leetcode.com/problems/repeated-substring-pattern/,Easy
LFU Cache,https://leetcode.com/problems/lfu-cache/,Hard
Hamming Distance,https://leetcode.com/problems/hamming-distance/,Easy
Minimum Moves to Equal Array Elements II,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii/,Medium
Island Perimeter,https://leetcode.com/problems/island-perimeter/,Easy
Can I Win,https://leetcode.com/problems/can-i-win/,Medium
Optimal Account Balancing,https://leetcode.com/problems/optimal-account-balancing/,Hard
Count The Repetitions,https://leetcode.com/problems/count-the-repetitions/,Hard
Unique Substrings in Wraparound String,https://leetcode.com/problems/unique-substrings-in-wraparound-string/,Medium
Validate IP Address,https://leetcode.com/problems/validate-ip-address/,Medium
Convex Polygon,https://leetcode.com/problems/convex-polygon/,Medium
Implement Rand10() Using Rand7(),https://leetcode.com/problems/implement-rand10-using-rand7/,Medium
Encode String with Shortest Length,https://leetcode.com/problems/encode-string-with-shortest-length/,Hard
Concatenated Words,https://leetcode.com/problems/concatenated-words/,Hard
Matchsticks to Square,https://leetcode.com/problems/matchsticks-to-square/,Medium
Ones and Zeroes,https://leetcode.com/problems/ones-and-zeroes/,Medium
Heaters,https://leetcode.com/problems/heaters/,Medium
Number Complement,https://leetcode.com/problems/number-complement/,Easy
Total Hamming Distance,https://leetcode.com/problems/total-hamming-distance/,Medium
Generate Random Point in a Circle,https://leetcode.com/problems/generate-random-point-in-a-circle/,Medium
Largest Palindrome Product,https://leetcode.com/problems/largest-palindrome-product/,Hard
Sliding Window Median,https://leetcode.com/problems/sliding-window-median/,Hard
Magical String,https://leetcode.com/problems/magical-string/,Medium
License Key Formatting,https://leetcode.com/problems/license-key-formatting/,Easy
Smallest Good Base,https://leetcode.com/problems/smallest-good-base/,Hard
Find Permutation,https://leetcode.com/problems/find-permutation/,Medium
Max Consecutive Ones,https://leetcode.com/problems/max-consecutive-ones/,Easy
Predict the Winner,https://leetcode.com/problems/predict-the-winner/,Medium
Max Consecutive Ones II,https://leetcode.com/problems/max-consecutive-ones-ii/,Medium
Zuma Game,https://leetcode.com/problems/zuma-game/,Hard
Robot Room Cleaner,https://leetcode.com/problems/robot-room-cleaner/,Hard
The Maze,https://leetcode.com/problems/the-maze/,Medium
Non-decreasing Subsequences,https://leetcode.com/problems/non-decreasing-subsequences/,Medium
Construct the Rectangle,https://leetcode.com/problems/construct-the-rectangle/,Easy
Reverse Pairs,https://leetcode.com/problems/reverse-pairs/,Hard
Target Sum,https://leetcode.com/problems/target-sum/,Medium
Teemo Attacking,https://leetcode.com/problems/teemo-attacking/,Easy
Next Greater Element I,https://leetcode.com/problems/next-greater-element-i/,Easy
Random Point in Non-overlapping Rectangles,https://leetcode.com/problems/random-point-in-non-overlapping-rectangles/,Medium
Diagonal Traverse,https://leetcode.com/problems/diagonal-traverse/,Medium
The Maze III,https://leetcode.com/problems/the-maze-iii/,Hard
Keyboard Row,https://leetcode.com/problems/keyboard-row/,Easy
Find Mode in Binary Search Tree,https://leetcode.com/problems/find-mode-in-binary-search-tree/,Easy
IPO,https://leetcode.com/problems/ipo/,Hard
Next Greater Element II,https://leetcode.com/problems/next-greater-element-ii/,Medium
Base 7,https://leetcode.com/problems/base-7/,Easy
The Maze II,https://leetcode.com/problems/the-maze-ii/,Medium
Relative Ranks,https://leetcode.com/problems/relative-ranks/,Easy
Perfect Number,https://leetcode.com/problems/perfect-number/,Easy
Most Frequent Subtree Sum,https://leetcode.com/problems/most-frequent-subtree-sum/,Medium
Fibonacci Number,https://leetcode.com/problems/fibonacci-number/,Easy
Inorder Successor in BST II,https://leetcode.com/problems/inorder-successor-in-bst-ii/,Medium
Game Play Analysis I,https://leetcode.com/problems/game-play-analysis-i/,Easy
Game Play Analysis II,https://leetcode.com/problems/game-play-analysis-ii/,Easy
Find Bottom Left Tree Value,https://leetcode.com/problems/find-bottom-left-tree-value/,Medium
Freedom Trail,https://leetcode.com/problems/freedom-trail/,Hard
Find Largest Value in Each Tree Row,https://leetcode.com/problems/find-largest-value-in-each-tree-row/,Medium
Longest Palindromic Subsequence,https://leetcode.com/problems/longest-palindromic-subsequence/,Medium
Super Washing Machines,https://leetcode.com/problems/super-washing-machines/,Hard
Coin Change II,https://leetcode.com/problems/coin-change-ii/,Medium
Random Flip Matrix,https://leetcode.com/problems/random-flip-matrix/,Medium
Detect Capital,https://leetcode.com/problems/detect-capital/,Easy
Longest Uncommon Subsequence I,https://leetcode.com/problems/longest-uncommon-subsequence-i/,Easy
Longest Uncommon Subsequence II,https://leetcode.com/problems/longest-uncommon-subsequence-ii/,Medium
Continuous Subarray Sum,https://leetcode.com/problems/continuous-subarray-sum/,Medium
Longest Word in Dictionary through Deleting,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting/,Medium
Contiguous Array,https://leetcode.com/problems/contiguous-array/,Medium
Beautiful Arrangement,https://leetcode.com/problems/beautiful-arrangement/,Medium
Word Abbreviation,https://leetcode.com/problems/word-abbreviation/,Hard
Random Pick with Weight,https://leetcode.com/problems/random-pick-with-weight/,Medium
Minesweeper,https://leetcode.com/problems/minesweeper/,Medium
Minimum Absolute Difference in BST,https://leetcode.com/problems/minimum-absolute-difference-in-bst/,Easy
Lonely Pixel I,https://leetcode.com/problems/lonely-pixel-i/,Medium
K-diff Pairs in an Array,https://leetcode.com/problems/k-diff-pairs-in-an-array/,Medium
Lonely Pixel II,https://leetcode.com/problems/lonely-pixel-ii/,Medium
Game Play Analysis III,https://leetcode.com/problems/game-play-analysis-iii/,Medium
Encode and Decode TinyURL,https://leetcode.com/problems/encode-and-decode-tinyurl/,Medium
Construct Binary Tree from String,https://leetcode.com/problems/construct-binary-tree-from-string/,Medium
Complex Number Multiplication,https://leetcode.com/problems/complex-number-multiplication/,Medium
Convert BST to Greater Tree,https://leetcode.com/problems/convert-bst-to-greater-tree/,Medium
